dt,is_long,R,R_cost,year,maturity
2025-02-26 03:05:00-08:00,True,-1.0,-1.0265420560747665,2025,-0.9545153825245092
2025-02-28 03:25:00-08:00,True,-1.0,-1.0273076923076923,2025,-2.629804059426209
2025-02-28 09:20:00-08:00,True,-1.0,-1.006133909287257,2025,-2.629804059426209
2025-03-05 12:30:00-08:00,True,-1.0,-1.0075935828877005,2025,-2.38395257774634
2025-03-07 12:55:00-08:00,True,-1.0,-1.0081844380403457,2025,-3.081147777157007
2025-03-09 21:10:00-07:00,True,-1.0,-1.019189189189189,2025,-3.08881661058775
2025-03-14 12:05:00-07:00,True,1.5,1.4905333333333333,2025,-4.2834227276764745
2025-03-17 07:15:00-07:00,True,-1.0,-1.0056126482213439,2025,-3.416541039964972
2025-03-24 05:25:00-07:00,True,1.5,1.4848936170212765,2025,-2.1518073564536397
2025-03-25 12:35:00-07:00,True,0.5,0.4843093922651934,2025,-1.6311316051840787
2025-03-31 01:15:00-07:00,True,-1.0,-1.010035335689046,2025,-4.3374484644764575
2025-03-31 09:20:00-07:00,True,1.5,1.496027972027972,2025,-4.3374484644764575
2025-03-31 10:40:00-07:00,True,1.5,1.4878111587982832,2025,-4.3374484644764575
2025-03-31 12:35:00-07:00,True,0.5,0.49669767441860463,2025,-4.3374484644764575
2025-04-02 12:35:00-07:00,True,1.5,1.4945801526717557,2025,-3.0249827344883475
2025-04-07 18:40:00-07:00,True,1.5,1.495576323987539,2025,-7.00210772086848
2025-04-25 12:25:00-07:00,True,-1.0,-1.0050444049733571,2025,0.09835023652620309
2025-04-28 16:05:00-07:00,True,1.5,1.4838636363636364,2025,0.24803524428495963
2025-04-30 23:35:00-07:00,True,-1.0,-1.0211940298507463,2025,0.4441766119533381
2025-05-14 08:25:00-07:00,True,-1.0,-1.0079108635097493,2025,3.975220573621887
2025-05-14 11:20:00-07:00,True,-1.0,-1.0077173913043478,2025,3.975220573621887
2025-05-16 04:05:00-07:00,True,0.5,0.4645,2025,4.164996689155539
