timestamp_utc,open,high,low,close,volume
2019-12-12T18:07:00+00:00,11764.25,11764.5,11762.5,11762.75,0
2019-12-12T18:08:00+00:00,11764.0,11765.25,11763.5,11763.75,0
2019-12-12T18:09:00+00:00,11764.25,11765.0,11764.0,11764.25,0
2019-12-12T18:10:00+00:00,11764.0,11764.0,11760.75,11761.5,0
2019-12-12T18:11:00+00:00,11762.0,11764.0,11762.0,11763.5,0
2019-12-12T18:12:00+00:00,11762.0,11764.5,11760.75,11764.0,0
2019-12-12T18:13:00+00:00,11764.75,11765.75,11764.25,11765.75,0
2019-12-12T18:14:00+00:00,11766.0,11766.25,11764.25,11766.25,0
2019-12-12T18:15:00+00:00,11766.75,11767.5,11765.75,11765.75,0
2019-12-12T18:16:00+00:00,11766.0,11766.75,11765.75,11765.75,0
2019-12-12T18:17:00+00:00,11765.75,11766.25,11764.25,11766.25,0
2019-12-12T18:18:00+00:00,11766.0,11767.0,11766.0,11766.25,0
2019-12-12T18:19:00+00:00,11765.75,11766.5,11763.5,11763.5,0
2019-12-12T18:20:00+00:00,11764.75,11766.25,11764.5,11766.25,0
2019-12-12T18:21:00+00:00,11767.75,11768.25,11763.75,11764.5,0
2019-12-12T18:22:00+00:00,11764.25,11764.5,11762.5,11762.5,0
2019-12-12T18:23:00+00:00,11763.25,11764.5,11763.25,11763.75,0
2019-12-12T18:24:00+00:00,11764.0,11764.0,11762.25,11762.25,0
2019-12-12T18:25:00+00:00,11762.75,11763.75,11762.25,11763.5,0
2019-12-12T18:26:00+00:00,11762.25,11762.5,11761.5,11762.5,0
2019-12-12T18:27:00+00:00,11763.75,11765.25,11761.25,11762.75,0
2019-12-12T18:28:00+00:00,11763.75,11763.75,11761.25,11761.25,0
2019-12-12T18:29:00+00:00,11761.25,11761.25,11759.25,11761.25,0
2019-12-12T18:30:00+00:00,11762.0,11764.25,11762.0,11762.75,0
2019-12-12T18:31:00+00:00,11764.0,11764.75,11763.25,11763.25,0
2019-12-12T18:32:00+00:00,11762.75,11763.0,11761.5,11762.25,0
