dt,is_long,mae,mfe,session,won_0.25,won_0.50,won_0.75,won_1.00,year
2025-11-17 10:55:00-08:00,False,0.0,2.006322444678609,NY,True,True,True,True,2025
2025-11-19 23:20:00-08:00,True,1.0,0.256198347107438,ASIA,True,False,False,False,2025
2025-12-02 10:55:00-08:00,True,1.0,1.0081967213114753,NY,True,True,True,True,2025
2025-12-04 21:40:00-08:00,True,1.0,1.9397590361445782,ASIA,True,True,True,True,2025
2025-12-05 12:50:00-08:00,False,1.0,0.27699530516431925,NY,True,False,False,False,2025
2025-12-09 10:55:00-08:00,True,1.0,0.07954545454545454,NY,False,False,False,False,2025
2025-12-09 22:05:00-08:00,True,0.025,2.0625,ASIA,True,True,True,True,2025
2025-12-10 06:55:00-08:00,False,1.0,0.9974160206718347,NY,True,True,True,False,2025
2025-12-15 10:20:00-08:00,False,0.9192307692307692,2.0615384615384613,NY,True,True,True,True,2025
2025-12-21 20:50:00-08:00,True,1.0,0.18055555555555555,ASIA,False,False,False,False,2025
2025-12-23 12:55:00-08:00,True,0.5168067226890757,2.0126050420168067,NY,True,True,True,True,2025
2025-12-30 10:30:00-08:00,True,1.0,0.24,NY,False,False,False,False,2025
2026-01-07 04:45:00-08:00,True,0.28484848484848485,2.3575757575757574,LONDON,True,True,True,True,2026
2026-01-20 08:30:00-08:00,True,1.0,0.27419354838709675,NY,True,False,False,False,2026
2026-01-28 09:25:00-08:00,False,1.0,0.2040133779264214,NY,False,False,False,False,2026
2026-01-29 16:05:00-08:00,True,1.0,0.04387990762124711,ASIA,False,False,False,False,2026
2026-02-09 11:05:00-08:00,True,1.0,0.39705882352941174,NY,True,False,False,False,2026
2026-02-12 02:05:00-08:00,True,1.0,0.31016042780748665,LONDON,True,False,False,False,2026
2026-02-23 17:45:00-08:00,True,1.0,1.702127659574468,ASIA,True,True,True,True,2026
2026-02-24 15:35:00-08:00,True,0.27848101265822783,2.0443037974683542,ASIA,True,True,True,True,2026
2026-03-03 21:05:00-08:00,False,1.0,0.8761904761904762,ASIA,True,True,True,False,2026
2026-03-04 05:05:00-08:00,True,0.10602910602910603,2.0228690228690227,LONDON,True,True,True,True,2026
2026-03-04 10:30:00-08:00,True,1.0,0.6630434782608695,NY,True,True,False,False,2026
2026-03-04 11:40:00-08:00,True,1.0,0.033962264150943396,NY,False,False,False,False,2026
2026-03-10 07:10:00-07:00,False,1.0,0.0521978021978022,NY,False,False,False,False,2026
2026-03-17 10:40:00-07:00,True,0.5746478873239437,2.0,NY,True,True,True,True,2026
2026-03-25 05:00:00-07:00,True,1.0,0.6487455197132617,LONDON,True,True,False,False,2026
2026-03-27 09:10:00-07:00,False,0.22429906542056074,2.0303738317757007,NY,True,True,True,True,2026
2026-03-30 22:50:00-07:00,True,0.9458762886597938,2.100515463917526,ASIA,True,True,True,True,2026
2026-04-02 10:15:00-07:00,True,1.0,1.0050251256281406,NY,True,True,True,True,2026
2026-04-05 21:05:00-07:00,True,1.0,1.8833693304535637,ASIA,True,True,True,True,2026
2026-04-14 17:10:00-07:00,True,1.0,1.394736842105263,ASIA,True,True,True,True,2026
2026-04-14 20:50:00-07:00,True,1.0,1.1374045801526718,ASIA,True,True,True,True,2026
2026-04-22 03:35:00-07:00,True,0.5687022900763359,2.049618320610687,LONDON,True,True,True,True,2026
2026-04-22 15:20:00-07:00,True,1.0,0.03556485355648536,ASIA,False,False,False,False,2026
2026-05-04 01:45:00-07:00,False,0.5289256198347108,2.2148760330578514,LONDON,True,True,True,True,2026
2026-05-17 23:20:00-07:00,False,1.0,0.3722397476340694,ASIA,True,False,False,False,2026
2026-05-18 21:50:00-07:00,False,1.0,0.486810551558753,ASIA,True,False,False,False,2026
2026-05-22 00:25:00-07:00,True,1.0,1.8663101604278074,LONDON,True,True,True,True,2026
2026-05-26 11:05:00-07:00,True,0.14347826086956522,2.0,NY,True,True,True,True,2026
2026-06-02 12:05:00-07:00,True,1.0,1.5867768595041323,NY,True,True,True,True,2026
2026-06-07 20:25:00-07:00,True,1.0,0.13129102844638948,ASIA,False,False,False,False,2026
