sample,utc,new_york,pacific,open,high,low,close
S03,2019-12-13T15:22:00+00:00,2019-12-13T10:22:00-05:00,2019-12-13T07:22:00-08:00,11832.25,11833.75,11826.75,11828.0
S03,2019-12-13T15:23:00+00:00,2019-12-13T10:23:00-05:00,2019-12-13T07:23:00-08:00,11828.0,11829.5,11825.25,11827.25
S03,2019-12-13T15:24:00+00:00,2019-12-13T10:24:00-05:00,2019-12-13T07:24:00-08:00,11827.25,11827.5,11823.0,11823.25
S03,2019-12-13T15:25:00+00:00,2019-12-13T10:25:00-05:00,2019-12-13T07:25:00-08:00,11823.0,11830.5,11821.25,11826.5
S03,2019-12-13T15:26:00+00:00,2019-12-13T10:26:00-05:00,2019-12-13T07:26:00-08:00,11826.0,11828.5,11822.75,11824.25
S03,2019-12-13T15:27:00+00:00,2019-12-13T10:27:00-05:00,2019-12-13T07:27:00-08:00,11824.5,11829.25,11822.75,11828.0
S03,2019-12-13T15:28:00+00:00,2019-12-13T10:28:00-05:00,2019-12-13T07:28:00-08:00,11827.5,11830.75,11816.25,11819.75
S03,2019-12-13T15:29:00+00:00,2019-12-13T10:29:00-05:00,2019-12-13T07:29:00-08:00,11820.0,11831.5,11815.75,11818.5
S03,2019-12-13T15:30:00+00:00,2019-12-13T10:30:00-05:00,2019-12-13T07:30:00-08:00,11817.75,11826.5,11814.75,11822.75
S03,2019-12-13T15:31:00+00:00,2019-12-13T10:31:00-05:00,2019-12-13T07:31:00-08:00,11822.75,11823.25,11801.0,11814.5
S03,2019-12-13T15:32:00+00:00,2019-12-13T10:32:00-05:00,2019-12-13T07:32:00-08:00,11814.5,11823.25,11809.0,11819.75
S03,2019-12-13T15:33:00+00:00,2019-12-13T10:33:00-05:00,2019-12-13T07:33:00-08:00,11819.5,11819.75,11814.75,11816.0
S03,2019-12-13T15:34:00+00:00,2019-12-13T10:34:00-05:00,2019-12-13T07:34:00-08:00,11816.0,11817.0,11809.0,11809.5
S03,2019-12-13T15:35:00+00:00,2019-12-13T10:35:00-05:00,2019-12-13T07:35:00-08:00,11809.0,11814.5,11808.75,11811.75
S03,2019-12-13T15:36:00+00:00,2019-12-13T10:36:00-05:00,2019-12-13T07:36:00-08:00,11811.75,11816.0,11803.5,11808.0
S03,2019-12-13T15:37:00+00:00,2019-12-13T10:37:00-05:00,2019-12-13T07:37:00-08:00,11807.75,11808.0,11796.5,11806.5
S03,2019-12-13T15:38:00+00:00,2019-12-13T10:38:00-05:00,2019-12-13T07:38:00-08:00,11805.75,11808.0,11796.0,11796.5
S03,2019-12-13T15:39:00+00:00,2019-12-13T10:39:00-05:00,2019-12-13T07:39:00-08:00,11796.25,11796.75,11787.25,11787.5
S03,2019-12-13T15:40:00+00:00,2019-12-13T10:40:00-05:00,2019-12-13T07:40:00-08:00,11787.75,11798.5,11787.0,11795.0
S03,2019-12-13T15:41:00+00:00,2019-12-13T10:41:00-05:00,2019-12-13T07:41:00-08:00,11795.0,11813.25,11793.25,11809.25
S03,2019-12-13T15:42:00+00:00,2019-12-13T10:42:00-05:00,2019-12-13T07:42:00-08:00,11809.0,11818.25,11808.75,11816.5
S03,2019-12-13T15:43:00+00:00,2019-12-13T10:43:00-05:00,2019-12-13T07:43:00-08:00,11816.25,11817.0,11808.75,11810.0
S03,2019-12-13T15:44:00+00:00,2019-12-13T10:44:00-05:00,2019-12-13T07:44:00-08:00,11809.5,11814.75,11809.0,11813.5
S03,2019-12-13T15:45:00+00:00,2019-12-13T10:45:00-05:00,2019-12-13T07:45:00-08:00,11813.5,11813.5,11807.5,11808.25
S03,2019-12-13T15:46:00+00:00,2019-12-13T10:46:00-05:00,2019-12-13T07:46:00-08:00,11808.0,11812.0,11802.5,11810.0
S03,2019-12-13T15:47:00+00:00,2019-12-13T10:47:00-05:00,2019-12-13T07:47:00-08:00,11809.5,11828.25,11807.75,11827.75
S03,2019-12-13T15:48:00+00:00,2019-12-13T10:48:00-05:00,2019-12-13T07:48:00-08:00,11827.5,11828.0,11817.0,11817.75
S03,2019-12-13T15:49:00+00:00,2019-12-13T10:49:00-05:00,2019-12-13T07:49:00-08:00,11817.5,11817.75,11812.75,11813.5
S03,2019-12-13T15:50:00+00:00,2019-12-13T10:50:00-05:00,2019-12-13T07:50:00-08:00,11813.25,11813.75,11807.0,11812.25
S03,2019-12-13T15:51:00+00:00,2019-12-13T10:51:00-05:00,2019-12-13T07:51:00-08:00,11812.75,11816.5,11807.75,11808.0
S03,2019-12-13T15:52:00+00:00,2019-12-13T10:52:00-05:00,2019-12-13T07:52:00-08:00,11807.75,11808.75,11803.5,11804.0
S03,2019-12-13T15:53:00+00:00,2019-12-13T10:53:00-05:00,2019-12-13T07:53:00-08:00,11804.0,11815.5,11803.5,11809.5
S03,2019-12-13T15:54:00+00:00,2019-12-13T10:54:00-05:00,2019-12-13T07:54:00-08:00,11809.5,11809.75,11804.25,11804.25
S03,2019-12-13T15:55:00+00:00,2019-12-13T10:55:00-05:00,2019-12-13T07:55:00-08:00,11804.25,11806.25,11795.5,11796.25
S03,2019-12-13T15:56:00+00:00,2019-12-13T10:56:00-05:00,2019-12-13T07:56:00-08:00,11796.5,11802.75,11795.75,11800.5
S03,2019-12-13T15:57:00+00:00,2019-12-13T10:57:00-05:00,2019-12-13T07:57:00-08:00,11800.5,11805.5,11798.75,11805.0
S03,2019-12-13T15:58:00+00:00,2019-12-13T10:58:00-05:00,2019-12-13T07:58:00-08:00,11805.25,11805.75,11797.25,11797.25
S03,2019-12-13T15:59:00+00:00,2019-12-13T10:59:00-05:00,2019-12-13T07:59:00-08:00,11797.0,11800.5,11796.0,11797.25
S03,2019-12-13T16:00:00+00:00,2019-12-13T11:00:00-05:00,2019-12-13T08:00:00-08:00,11797.0,11798.25,11793.5,11794.5
S03,2019-12-13T16:01:00+00:00,2019-12-13T11:01:00-05:00,2019-12-13T08:01:00-08:00,11794.5,11797.25,11790.5,11794.5
S03,2019-12-13T16:02:00+00:00,2019-12-13T11:02:00-05:00,2019-12-13T08:02:00-08:00,11794.25,11805.0,11792.5,11801.75
S03,2019-12-13T16:03:00+00:00,2019-12-13T11:03:00-05:00,2019-12-13T08:03:00-08:00,11802.0,11802.75,11795.5,11799.75
S03,2019-12-13T16:04:00+00:00,2019-12-13T11:04:00-05:00,2019-12-13T08:04:00-08:00,11799.75,11804.0,11798.0,11802.0
S03,2019-12-13T16:05:00+00:00,2019-12-13T11:05:00-05:00,2019-12-13T08:05:00-08:00,11802.0,11802.25,11796.0,11797.0
S03,2019-12-13T16:06:00+00:00,2019-12-13T11:06:00-05:00,2019-12-13T08:06:00-08:00,11797.5,11807.75,11797.25,11807.75
S03,2019-12-13T16:07:00+00:00,2019-12-13T11:07:00-05:00,2019-12-13T08:07:00-08:00,11807.5,11813.25,11806.5,11807.5
S03,2019-12-13T16:08:00+00:00,2019-12-13T11:08:00-05:00,2019-12-13T08:08:00-08:00,11807.25,11807.25,11801.75,11803.0
S03,2019-12-13T16:09:00+00:00,2019-12-13T11:09:00-05:00,2019-12-13T08:09:00-08:00,11803.5,11808.0,11803.25,11805.75
S03,2019-12-13T16:10:00+00:00,2019-12-13T11:10:00-05:00,2019-12-13T08:10:00-08:00,11805.0,11809.0,11804.25,11808.5
S03,2019-12-13T16:11:00+00:00,2019-12-13T11:11:00-05:00,2019-12-13T08:11:00-08:00,11808.75,11815.5,11808.5,11811.75
S03,2019-12-13T16:12:00+00:00,2019-12-13T11:12:00-05:00,2019-12-13T08:12:00-08:00,11811.75,11811.75,11809.0,11809.75
S03,2019-12-13T16:13:00+00:00,2019-12-13T11:13:00-05:00,2019-12-13T08:13:00-08:00,11809.5,11810.25,11804.75,11805.25
S03,2019-12-13T16:14:00+00:00,2019-12-13T11:14:00-05:00,2019-12-13T08:14:00-08:00,11805.5,11808.75,11803.25,11807.25
S03,2019-12-13T16:15:00+00:00,2019-12-13T11:15:00-05:00,2019-12-13T08:15:00-08:00,11807.25,11807.5,11803.0,11804.75
S03,2019-12-13T16:16:00+00:00,2019-12-13T11:16:00-05:00,2019-12-13T08:16:00-08:00,11804.75,11805.0,11798.25,11798.5
S03,2019-12-13T16:17:00+00:00,2019-12-13T11:17:00-05:00,2019-12-13T08:17:00-08:00,11798.75,11799.25,11795.5,11796.5
S03,2019-12-13T16:18:00+00:00,2019-12-13T11:18:00-05:00,2019-12-13T08:18:00-08:00,11796.25,11798.25,11794.25,11797.5
S03,2019-12-13T16:19:00+00:00,2019-12-13T11:19:00-05:00,2019-12-13T08:19:00-08:00,11797.5,11797.75,11793.75,11795.75
S03,2019-12-13T16:20:00+00:00,2019-12-13T11:20:00-05:00,2019-12-13T08:20:00-08:00,11796.0,11796.5,11790.75,11791.0
S03,2019-12-13T16:21:00+00:00,2019-12-13T11:21:00-05:00,2019-12-13T08:21:00-08:00,11791.0,11794.25,11787.0,11787.5
S03,2019-12-13T16:22:00+00:00,2019-12-13T11:22:00-05:00,2019-12-13T08:22:00-08:00,11787.25,11787.25,11782.5,11785.0
S03,2019-12-13T16:23:00+00:00,2019-12-13T11:23:00-05:00,2019-12-13T08:23:00-08:00,11785.0,11788.0,11784.0,11786.25
S03,2019-12-13T16:24:00+00:00,2019-12-13T11:24:00-05:00,2019-12-13T08:24:00-08:00,11786.0,11790.25,11785.5,11790.0
S03,2019-12-13T16:25:00+00:00,2019-12-13T11:25:00-05:00,2019-12-13T08:25:00-08:00,11790.0,11791.25,11783.75,11785.0
S03,2019-12-13T16:26:00+00:00,2019-12-13T11:26:00-05:00,2019-12-13T08:26:00-08:00,11784.75,11785.25,11782.0,11783.5
S03,2019-12-13T16:27:00+00:00,2019-12-13T11:27:00-05:00,2019-12-13T08:27:00-08:00,11783.25,11786.0,11779.75,11779.75
S03,2019-12-13T16:28:00+00:00,2019-12-13T11:28:00-05:00,2019-12-13T08:28:00-08:00,11779.75,11783.5,11779.5,11782.0
S03,2019-12-13T16:29:00+00:00,2019-12-13T11:29:00-05:00,2019-12-13T08:29:00-08:00,11782.0,11783.5,11778.5,11779.5
S03,2019-12-13T16:30:00+00:00,2019-12-13T11:30:00-05:00,2019-12-13T08:30:00-08:00,11779.5,11783.25,11778.0,11781.5
S03,2019-12-13T16:31:00+00:00,2019-12-13T11:31:00-05:00,2019-12-13T08:31:00-08:00,11781.0,11787.5,11779.25,11787.25
S03,2019-12-13T16:32:00+00:00,2019-12-13T11:32:00-05:00,2019-12-13T08:32:00-08:00,11787.0,11791.0,11786.5,11789.75
S03,2019-12-13T16:33:00+00:00,2019-12-13T11:33:00-05:00,2019-12-13T08:33:00-08:00,11789.75,11790.5,11786.25,11787.75
S03,2019-12-13T16:34:00+00:00,2019-12-13T11:34:00-05:00,2019-12-13T08:34:00-08:00,11788.0,11790.0,11786.0,11788.75
S03,2019-12-13T16:35:00+00:00,2019-12-13T11:35:00-05:00,2019-12-13T08:35:00-08:00,11788.75,11792.75,11786.5,11792.25
S03,2019-12-13T16:36:00+00:00,2019-12-13T11:36:00-05:00,2019-12-13T08:36:00-08:00,11792.25,11797.5,11790.75,11797.0
S03,2019-12-13T16:37:00+00:00,2019-12-13T11:37:00-05:00,2019-12-13T08:37:00-08:00,11797.0,11802.0,11796.75,11801.5
S03,2019-12-13T16:38:00+00:00,2019-12-13T11:38:00-05:00,2019-12-13T08:38:00-08:00,11802.0,11804.25,11798.75,11801.25
S03,2019-12-13T16:39:00+00:00,2019-12-13T11:39:00-05:00,2019-12-13T08:39:00-08:00,11801.25,11802.5,11798.5,11800.25
S03,2019-12-13T16:40:00+00:00,2019-12-13T11:40:00-05:00,2019-12-13T08:40:00-08:00,11800.25,11803.0,11799.25,11802.25
S03,2019-12-13T16:41:00+00:00,2019-12-13T11:41:00-05:00,2019-12-13T08:41:00-08:00,11802.25,11803.0,11800.0,11801.75
S03,2019-12-13T16:42:00+00:00,2019-12-13T11:42:00-05:00,2019-12-13T08:42:00-08:00,11801.75,11802.25,11799.25,11800.25
S03,2019-12-13T16:43:00+00:00,2019-12-13T11:43:00-05:00,2019-12-13T08:43:00-08:00,11800.0,11801.75,11799.75,11799.75
S03,2019-12-13T16:44:00+00:00,2019-12-13T11:44:00-05:00,2019-12-13T08:44:00-08:00,11799.5,11801.0,11798.25,11800.75
S03,2019-12-13T16:45:00+00:00,2019-12-13T11:45:00-05:00,2019-12-13T08:45:00-08:00,11800.75,11802.5,11798.75,11801.0
S03,2019-12-13T16:46:00+00:00,2019-12-13T11:46:00-05:00,2019-12-13T08:46:00-08:00,11801.0,11802.25,11799.75,11801.75
S03,2019-12-13T16:47:00+00:00,2019-12-13T11:47:00-05:00,2019-12-13T08:47:00-08:00,11802.0,11805.75,11801.25,11805.5
S03,2019-12-13T16:48:00+00:00,2019-12-13T11:48:00-05:00,2019-12-13T08:48:00-08:00,11805.25,11808.75,11803.75,11805.75
S03,2019-12-13T16:49:00+00:00,2019-12-13T11:49:00-05:00,2019-12-13T08:49:00-08:00,11805.75,11806.0,11804.25,11805.25
S03,2019-12-13T16:50:00+00:00,2019-12-13T11:50:00-05:00,2019-12-13T08:50:00-08:00,11805.0,11805.0,11800.5,11801.75
S03,2019-12-13T16:51:00+00:00,2019-12-13T11:51:00-05:00,2019-12-13T08:51:00-08:00,11802.0,11808.5,11802.0,11807.25
S03,2019-12-13T16:52:00+00:00,2019-12-13T11:52:00-05:00,2019-12-13T08:52:00-08:00,11807.5,11808.75,11805.75,11807.5
S03,2019-12-13T16:53:00+00:00,2019-12-13T11:53:00-05:00,2019-12-13T08:53:00-08:00,11807.5,11808.25,11805.5,11805.75
S03,2019-12-13T16:54:00+00:00,2019-12-13T11:54:00-05:00,2019-12-13T08:54:00-08:00,11805.25,11805.5,11803.5,11803.5
S03,2019-12-13T16:55:00+00:00,2019-12-13T11:55:00-05:00,2019-12-13T08:55:00-08:00,11804.0,11807.5,11803.75,11806.75
S03,2019-12-13T16:56:00+00:00,2019-12-13T11:56:00-05:00,2019-12-13T08:56:00-08:00,11806.75,11809.25,11806.25,11809.25
S03,2019-12-13T16:57:00+00:00,2019-12-13T11:57:00-05:00,2019-12-13T08:57:00-08:00,11809.25,11809.25,11807.0,11808.5
S03,2019-12-13T16:58:00+00:00,2019-12-13T11:58:00-05:00,2019-12-13T08:58:00-08:00,11808.5,11812.25,11807.5,11810.75
S03,2019-12-13T16:59:00+00:00,2019-12-13T11:59:00-05:00,2019-12-13T08:59:00-08:00,11810.75,11811.0,11807.25,11809.5
S03,2019-12-13T17:00:00+00:00,2019-12-13T12:00:00-05:00,2019-12-13T09:00:00-08:00,11809.75,11811.25,11808.75,11810.75
S04,2019-12-17T14:51:00+00:00,2019-12-17T09:51:00-05:00,2019-12-17T06:51:00-08:00,11894.75,11897.0,11894.5,11894.5
S04,2019-12-17T14:52:00+00:00,2019-12-17T09:52:00-05:00,2019-12-17T06:52:00-08:00,11894.75,11897.25,11894.25,11897.0
S04,2019-12-17T14:53:00+00:00,2019-12-17T09:53:00-05:00,2019-12-17T06:53:00-08:00,11897.0,11898.75,11894.75,11896.5
S04,2019-12-17T14:54:00+00:00,2019-12-17T09:54:00-05:00,2019-12-17T06:54:00-08:00,11896.25,11897.0,11894.5,11896.5
S04,2019-12-17T14:55:00+00:00,2019-12-17T09:55:00-05:00,2019-12-17T06:55:00-08:00,11896.0,11898.0,11894.5,11898.0
S04,2019-12-17T14:56:00+00:00,2019-12-17T09:56:00-05:00,2019-12-17T06:56:00-08:00,11898.0,11899.0,11896.5,11896.75
S04,2019-12-17T14:57:00+00:00,2019-12-17T09:57:00-05:00,2019-12-17T06:57:00-08:00,11896.75,11898.5,11896.25,11896.25
S04,2019-12-17T14:58:00+00:00,2019-12-17T09:58:00-05:00,2019-12-17T06:58:00-08:00,11896.25,11897.5,11895.0,11897.0
S04,2019-12-17T14:59:00+00:00,2019-12-17T09:59:00-05:00,2019-12-17T06:59:00-08:00,11897.0,11897.0,11893.25,11895.25
S05,2019-12-17T15:01:00+00:00,2019-12-17T10:01:00-05:00,2019-12-17T07:01:00-08:00,11895.5,11901.5,11893.25,11899.75
S05,2019-12-17T15:02:00+00:00,2019-12-17T10:02:00-05:00,2019-12-17T07:02:00-08:00,11899.5,11901.75,11899.0,11901.0
S05,2019-12-17T15:03:00+00:00,2019-12-17T10:03:00-05:00,2019-12-17T07:03:00-08:00,11901.0,11902.5,11899.25,11899.25
S05,2019-12-17T15:04:00+00:00,2019-12-17T10:04:00-05:00,2019-12-17T07:04:00-08:00,11899.25,11901.5,11899.0,11901.25
S05,2019-12-17T15:05:00+00:00,2019-12-17T10:05:00-05:00,2019-12-17T07:05:00-08:00,11901.25,11902.75,11901.0,11902.5
S05,2019-12-17T15:06:00+00:00,2019-12-17T10:06:00-05:00,2019-12-17T07:06:00-08:00,11902.75,11904.0,11902.0,11902.25
S05,2019-12-17T15:07:00+00:00,2019-12-17T10:07:00-05:00,2019-12-17T07:07:00-08:00,11902.25,11904.75,11901.0,11904.0
S05,2019-12-17T15:08:00+00:00,2019-12-17T10:08:00-05:00,2019-12-17T07:08:00-08:00,11904.25,11905.0,11903.0,11903.75
S05,2019-12-17T15:09:00+00:00,2019-12-17T10:09:00-05:00,2019-12-17T07:09:00-08:00,11903.75,11904.5,11901.75,11902.0
S05,2019-12-17T15:10:00+00:00,2019-12-17T10:10:00-05:00,2019-12-17T07:10:00-08:00,11901.75,11904.5,11901.75,11904.25
S05,2019-12-17T15:11:00+00:00,2019-12-17T10:11:00-05:00,2019-12-17T07:11:00-08:00,11904.0,11905.5,11903.0,11905.0
S05,2019-12-17T15:12:00+00:00,2019-12-17T10:12:00-05:00,2019-12-17T07:12:00-08:00,11905.0,11907.0,11904.0,11906.5
S05,2019-12-17T15:13:00+00:00,2019-12-17T10:13:00-05:00,2019-12-17T07:13:00-08:00,11906.75,11907.0,11905.75,11906.25
S05,2019-12-17T15:14:00+00:00,2019-12-17T10:14:00-05:00,2019-12-17T07:14:00-08:00,11906.25,11906.5,11904.75,11905.5
S05,2019-12-17T15:15:00+00:00,2019-12-17T10:15:00-05:00,2019-12-17T07:15:00-08:00,11905.75,11907.25,11905.25,11905.5
S05,2019-12-17T15:16:00+00:00,2019-12-17T10:16:00-05:00,2019-12-17T07:16:00-08:00,11905.25,11906.5,11902.25,11902.25
S05,2019-12-17T15:17:00+00:00,2019-12-17T10:17:00-05:00,2019-12-17T07:17:00-08:00,11902.25,11902.75,11899.5,11900.25
S05,2019-12-17T15:18:00+00:00,2019-12-17T10:18:00-05:00,2019-12-17T07:18:00-08:00,11900.25,11907.75,11899.75,11907.75
S05,2019-12-17T15:19:00+00:00,2019-12-17T10:19:00-05:00,2019-12-17T07:19:00-08:00,11907.75,11910.75,11907.5,11909.5
S05,2019-12-17T15:20:00+00:00,2019-12-17T10:20:00-05:00,2019-12-17T07:20:00-08:00,11909.5,11910.25,11908.0,11908.5
S05,2019-12-17T15:21:00+00:00,2019-12-17T10:21:00-05:00,2019-12-17T07:21:00-08:00,11908.5,11908.5,11905.5,11906.75
S05,2019-12-17T15:22:00+00:00,2019-12-17T10:22:00-05:00,2019-12-17T07:22:00-08:00,11907.0,11907.0,11903.75,11904.5
S05,2019-12-17T15:23:00+00:00,2019-12-17T10:23:00-05:00,2019-12-17T07:23:00-08:00,11904.5,11905.0,11903.0,11905.0
S05,2019-12-17T15:24:00+00:00,2019-12-17T10:24:00-05:00,2019-12-17T07:24:00-08:00,11905.0,11906.0,11903.5,11905.5
S05,2019-12-17T15:25:00+00:00,2019-12-17T10:25:00-05:00,2019-12-17T07:25:00-08:00,11905.75,11907.25,11904.75,11907.25
S05,2019-12-17T15:26:00+00:00,2019-12-17T10:26:00-05:00,2019-12-17T07:26:00-08:00,11907.25,11907.25,11905.25,11905.75
S05,2019-12-17T15:27:00+00:00,2019-12-17T10:27:00-05:00,2019-12-17T07:27:00-08:00,11905.75,11908.5,11905.5,11908.25
S05,2019-12-17T15:28:00+00:00,2019-12-17T10:28:00-05:00,2019-12-17T07:28:00-08:00,11908.5,11910.25,11908.0,11909.0
S05,2019-12-17T15:29:00+00:00,2019-12-17T10:29:00-05:00,2019-12-17T07:29:00-08:00,11908.75,11910.0,11908.0,11909.25
S05,2019-12-17T15:30:00+00:00,2019-12-17T10:30:00-05:00,2019-12-17T07:30:00-08:00,11909.0,11909.5,11907.25,11907.5
S05,2019-12-17T15:31:00+00:00,2019-12-17T10:31:00-05:00,2019-12-17T07:31:00-08:00,11907.5,11908.25,11905.5,11907.25
S05,2019-12-17T15:32:00+00:00,2019-12-17T10:32:00-05:00,2019-12-17T07:32:00-08:00,11907.0,11907.25,11905.0,11905.5
S05,2019-12-17T15:33:00+00:00,2019-12-17T10:33:00-05:00,2019-12-17T07:33:00-08:00,11905.5,11908.0,11905.25,11907.25
S05,2019-12-17T15:34:00+00:00,2019-12-17T10:34:00-05:00,2019-12-17T07:34:00-08:00,11907.5,11908.25,11905.75,11906.0
S05,2019-12-17T15:35:00+00:00,2019-12-17T10:35:00-05:00,2019-12-17T07:35:00-08:00,11906.0,11907.5,11905.25,11905.75
S05,2019-12-17T15:36:00+00:00,2019-12-17T10:36:00-05:00,2019-12-17T07:36:00-08:00,11905.75,11907.25,11905.25,11905.5
S05,2019-12-17T15:37:00+00:00,2019-12-17T10:37:00-05:00,2019-12-17T07:37:00-08:00,11905.5,11905.75,11904.0,11904.5
S05,2019-12-17T15:38:00+00:00,2019-12-17T10:38:00-05:00,2019-12-17T07:38:00-08:00,11904.5,11907.0,11904.0,11906.75
S05,2019-12-17T15:39:00+00:00,2019-12-17T10:39:00-05:00,2019-12-17T07:39:00-08:00,11907.0,11910.0,11907.0,11909.75
S05,2019-12-17T15:40:00+00:00,2019-12-17T10:40:00-05:00,2019-12-17T07:40:00-08:00,11909.75,11909.75,11906.75,11907.0
S05,2019-12-17T15:41:00+00:00,2019-12-17T10:41:00-05:00,2019-12-17T07:41:00-08:00,11907.0,11909.0,11906.5,11908.5
S05,2019-12-17T15:42:00+00:00,2019-12-17T10:42:00-05:00,2019-12-17T07:42:00-08:00,11908.75,11908.75,11904.5,11905.5
S05,2019-12-17T15:43:00+00:00,2019-12-17T10:43:00-05:00,2019-12-17T07:43:00-08:00,11905.5,11906.0,11904.0,11904.75
S05,2019-12-17T15:44:00+00:00,2019-12-17T10:44:00-05:00,2019-12-17T07:44:00-08:00,11904.5,11905.25,11904.0,11904.5
S05,2019-12-17T15:45:00+00:00,2019-12-17T10:45:00-05:00,2019-12-17T07:45:00-08:00,11904.5,11905.0,11904.0,11904.5
S05,2019-12-17T15:46:00+00:00,2019-12-17T10:46:00-05:00,2019-12-17T07:46:00-08:00,11904.75,11906.25,11904.25,11904.25
S05,2019-12-17T15:47:00+00:00,2019-12-17T10:47:00-05:00,2019-12-17T07:47:00-08:00,11904.0,11905.5,11903.5,11903.75
S05,2019-12-17T15:48:00+00:00,2019-12-17T10:48:00-05:00,2019-12-17T07:48:00-08:00,11904.25,11904.5,11901.5,11904.0
S05,2019-12-17T15:49:00+00:00,2019-12-17T10:49:00-05:00,2019-12-17T07:49:00-08:00,11904.0,11907.5,11903.75,11907.25
S05,2019-12-17T15:50:00+00:00,2019-12-17T10:50:00-05:00,2019-12-17T07:50:00-08:00,11907.25,11909.5,11906.25,11906.5
S05,2019-12-17T15:51:00+00:00,2019-12-17T10:51:00-05:00,2019-12-17T07:51:00-08:00,11906.5,11907.5,11906.0,11906.5
S05,2019-12-17T15:52:00+00:00,2019-12-17T10:52:00-05:00,2019-12-17T07:52:00-08:00,11906.5,11907.0,11905.75,11906.25
S05,2019-12-17T15:53:00+00:00,2019-12-17T10:53:00-05:00,2019-12-17T07:53:00-08:00,11906.25,11906.75,11904.25,11906.75
S05,2019-12-17T15:54:00+00:00,2019-12-17T10:54:00-05:00,2019-12-17T07:54:00-08:00,11906.75,11908.5,11906.75,11907.0
S05,2019-12-17T15:55:00+00:00,2019-12-17T10:55:00-05:00,2019-12-17T07:55:00-08:00,11907.0,11907.75,11905.25,11905.25
S05,2019-12-17T15:56:00+00:00,2019-12-17T10:56:00-05:00,2019-12-17T07:56:00-08:00,11905.25,11905.5,11902.0,11902.75
S05,2019-12-17T15:57:00+00:00,2019-12-17T10:57:00-05:00,2019-12-17T07:57:00-08:00,11902.75,11903.75,11902.0,11903.0
S05,2019-12-17T15:58:00+00:00,2019-12-17T10:58:00-05:00,2019-12-17T07:58:00-08:00,11903.0,11903.5,11900.75,11902.0
S05,2019-12-17T15:59:00+00:00,2019-12-17T10:59:00-05:00,2019-12-17T07:59:00-08:00,11902.0,11905.25,11901.5,11904.75
S05,2019-12-17T16:00:00+00:00,2019-12-17T11:00:00-05:00,2019-12-17T08:00:00-08:00,11904.5,11906.0,11898.25,11898.75
S05,2019-12-17T16:01:00+00:00,2019-12-17T11:01:00-05:00,2019-12-17T08:01:00-08:00,11898.75,11901.5,11898.5,11901.0
S05,2019-12-17T16:02:00+00:00,2019-12-17T11:02:00-05:00,2019-12-17T08:02:00-08:00,11900.75,11902.25,11900.75,11902.25
S05,2019-12-17T16:03:00+00:00,2019-12-17T11:03:00-05:00,2019-12-17T08:03:00-08:00,11902.0,11903.5,11901.0,11902.0
S05,2019-12-17T16:04:00+00:00,2019-12-17T11:04:00-05:00,2019-12-17T08:04:00-08:00,11902.0,11903.75,11901.75,11902.75
S05,2019-12-17T16:05:00+00:00,2019-12-17T11:05:00-05:00,2019-12-17T08:05:00-08:00,11902.75,11903.5,11902.0,11902.5
S05,2019-12-17T16:06:00+00:00,2019-12-17T11:06:00-05:00,2019-12-17T08:06:00-08:00,11902.25,11903.25,11902.0,11902.25
S05,2019-12-17T16:07:00+00:00,2019-12-17T11:07:00-05:00,2019-12-17T08:07:00-08:00,11902.25,11902.5,11901.0,11901.5
S05,2019-12-17T16:08:00+00:00,2019-12-17T11:08:00-05:00,2019-12-17T08:08:00-08:00,11901.25,11902.25,11900.0,11901.25
S05,2019-12-17T16:09:00+00:00,2019-12-17T11:09:00-05:00,2019-12-17T08:09:00-08:00,11901.25,11901.75,11899.0,11899.5
S05,2019-12-17T16:10:00+00:00,2019-12-17T11:10:00-05:00,2019-12-17T08:10:00-08:00,11899.75,11900.0,11897.75,11898.75
S05,2019-12-17T16:11:00+00:00,2019-12-17T11:11:00-05:00,2019-12-17T08:11:00-08:00,11898.75,11899.25,11897.5,11898.25
S05,2019-12-17T16:12:00+00:00,2019-12-17T11:12:00-05:00,2019-12-17T08:12:00-08:00,11898.0,11899.25,11897.5,11898.75
S05,2019-12-17T16:13:00+00:00,2019-12-17T11:13:00-05:00,2019-12-17T08:13:00-08:00,11898.75,11900.75,11898.5,11899.5
S05,2019-12-17T16:14:00+00:00,2019-12-17T11:14:00-05:00,2019-12-17T08:14:00-08:00,11899.5,11899.75,11897.5,11899.5
S05,2019-12-17T16:15:00+00:00,2019-12-17T11:15:00-05:00,2019-12-17T08:15:00-08:00,11899.25,11900.25,11897.75,11899.5
S05,2019-12-17T16:16:00+00:00,2019-12-17T11:16:00-05:00,2019-12-17T08:16:00-08:00,11899.5,11901.75,11899.25,11900.0
S05,2019-12-17T16:17:00+00:00,2019-12-17T11:17:00-05:00,2019-12-17T08:17:00-08:00,11899.75,11899.75,11898.0,11899.25
S05,2019-12-17T16:18:00+00:00,2019-12-17T11:18:00-05:00,2019-12-17T08:18:00-08:00,11899.25,11900.25,11897.75,11898.25
S05,2019-12-17T16:19:00+00:00,2019-12-17T11:19:00-05:00,2019-12-17T08:19:00-08:00,11898.25,11899.25,11897.75,11897.75
S05,2019-12-17T16:20:00+00:00,2019-12-17T11:20:00-05:00,2019-12-17T08:20:00-08:00,11897.5,11899.0,11897.0,11898.5
